JobText,score

are you a disabled veteran or claiming 10-point veterans' preference?
disabled veterans, veterans, widows, spouses or the mother of a veteran who are eligible for 10-point veterans' preference must submit legible copies of the following: applicable supporting documents as noted on standard form-15 (sf-15). to obtain a copy of sf-15, go to http://www.opm.gov/forms/pdf_fill/sf15.pdf.

are you an active duty service member? active duty service members are required to submit a statement of service printed on command letterhead and signed by the command. the statement of service must provide the branch of service, rate/rank, all dates of service, the expected date of discharge and anticipated character of service (honorable, general, etc.).

* benefits

benefits

a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. learn more about federal benefits.

review our benefits

eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. contact the hiring agency for more information on the specific benefits offered.

* how to apply

how to apply

this job opportunity announcement has a first cut-off date. applications received by 11:59 pm eastern standard time (est) on the cut-off date of june 27, 2018, will receive first consideration for this vacancy. depending on staffing needs a 2nd cut-off date may be used.

click the apply online button to create an account or log in to your existing usajobs account.

to apply for this position, you must provide a complete application package which includes:
1. complete resume with relevant experience where you worked, job title, duties and accomplishments, employer's name and address, supervisor's name and phone number, starting and end dates (mo/yr), hours per week and salary. if you are a current or previous federal employee, provide your pay plan, series and grade level (e.g. gs-0201-09).
2. complete assessment questionnaire. for a quick preview of the assessment questionnaire click here: https://apply.usastaffing.gov/viewquestionnaire/10239990
3. supporting documentation

failure to submit a complete application package will result in an ineligible rating and loss of consideration.

your complete application (resume, assessment questionnaire, and all supporting documents) must be received by 11:59 pm eastern standard time (est) on 07/05/2018. applications received after 07/05/2018 may result in an ineligible rating and loss of consideration. if more than one resume is received, only the last resume received and processed will be reviewed.

note: to check the status of your application or return to a previous or incomplete application, log into your usajobs account: https://mydon.usajobs.gov/account/login select application status, and click on the more information link under the application status for this position. your uploaded documents may take several hours to clear the virus scan process so please plan appropriately.

you are encouraged to apply online. applying online will allow you to review and track the status of your application.

if you are unable to apply online or unable to upload your supporting documents contact department of navy eic at doneic@navy.mil or (800) 378-4559.

do not email or send hard copy resumes/applications to the contact information or agency information listed in this vacancy announcement. all resumes/applications received at the addresses listed in the contact information or agency information will be destroyed and will not be considered for this vacancy announcement.

it is the applicant's responsibility to verify that all information in their resume and documents are legible and accurate. hr will not modify answers/documents submitted by an applicant.

agency contact information

department of navy eic department of navy eic

phone

(800) 378-4559

email

doneic@navy.mil

address

navhosp guam
1 farenholt avenue
guam
fpo, ap
us

learn more about this agency

next steps

when the application process is complete, your application will be reviewed to determine if you meet the hiring eligibility and qualification requirements for which you requested consideration. you will be rated based on the information provided in your resume and responses to the questionnaire, along with your supporting documentation to determine your level of knowledge, skill, and ability related to the job requirements.

qualified applicants will be referred to the hiring manager. the hiring manager may choose to conduct interviews. once the selection is made, you will receive a notification of the decision.

* fair & transparent

fair & transparent

the federal hiring process is setup to be fair and transparent. please read the following guidance.

equal employment opportunity policy

the united states government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.

* equal employment opportunity (eeo) for federal employees & job applicants

reasonable accommodation policy

federal agencies must provide reasonable accommodation to applicants with disabilities where appropriate. applicants requiring reasonable accommodation for any part of the application process should follow the instructions in the job opportunity announcement. for any part of the remaining hiring process, applicants should contact the hiring agency directly. determinations on requests for reasonable accommodation will be made on a case-by-case basis.

a reasonable accommodation is any change to a job, the work environment, or the way things are usually done that enables an individual with a disability to apply for a job, perform job duties or receive equal access to job benefits.

under the rehabilitation act of 1973, federal agencies must provide reasonable accommodations when:

* an applicant with a disability needs an accommodation to have an equal opportunity to apply for a job.
* an employee with a disability needs an accommodation to perform the essential job duties or to gain access to the workplace.
* an employee with a disability needs an accommodation to receive equal access to benefits, such as details, training, and office-sponsored events.

you can request a reasonable accommodation at any time during the application or hiring process or while on the job. requests are considered on a case-by-case basis.

learn more about disability employment and reasonable accommodations or how to contact an agency.

legal and regulatory guidance

* financial suitability
* social security number request
* privacy act
* signature and false statements
* selective service
* new employee probationary period

note: we cannot accept applications on behalf of federal agencies. application instructions are listed within the job description.",-5715.926968574524
"meteorologist intern de job

vacancy no. nws-2018-0177 department national oceanic and atmospheric administration
salary $33,394.00 to $60,857.00 grade 05 to 07
perm/temp permanent ft/pt full-time
open date 6/22/2018 close date 7/6/2018
job link apply online who may apply public
locations:

little rock, ar hanford, ca oxnard, ca honolulu, hi
lake charles, la marquette, mi chanhassen, mn newport, nc
valley, ne mount holly, nj cleveland, oh san juan, pr
charleston, sc sioux falls, sd

job description (please follow all instructions carefully)

overview

*

open & closing dates

opening and closing dates 06/22/2018 to 07/06/2018

*

salary

$33,394 to $60,857 per year

*

pay scale & grade

gs 05 - 07

*

work schedule

full-time - full time / career or career-conditional

*

appointment type

permanent

locations

many vacancies in the following locations:

*
little rock, ar

little rock, ar

*
hanford, ca

hanford, ca

*
oxnard, ca

oxnard, ca

*
honolulu, hi

honolulu, hi

* show more locations (10)
*
lake charles, la

lake charles, la

*
marquette, mi

marquette, mi

*
chanhassen, mn

chanhassen, mn

*
newport, nc

newport, nc

*
valley, ne

valley, ne

*
mount holly, nj

mount holly, nj

*
cleveland, oh

cleveland, oh

*
san juan, pr

san juan, pr

*
charleston, sc

charleston, sc

*
sioux falls, sd

sioux falls, sd

relocation expenses reimbursed

no

telework eligible

no

this job is open to

*

the public

u.s. citizens, nationals or those who owe allegiance to the u.s.

*

career transition (ctap, ictap, rpl)

federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.

share share
*
*
*
*
*
*

announcement number

nws-2018-0177

control number

503126500

* duties

duties

summary

because of the level of interest anticipated for these positions, you will be asked to select up to five duty locations for which you wish to receive consideration, and to rank your location choices in order of preference. you are encouraged to choose carefully and please select only those locations where you would be willing to accept a position. you may wish to consider such things as the cost for relocation, which will not be reimbursed by the agency, and the cost of living in the duty location(s) you select.

you will be referred for only those locations you choose and for which you are within reach for consideration. if you are selected you will not receive offers for all locations you choose. every effort will be made to select you for your highest possible choice of location.

this position is located in the national weather service (nws), weather forecast office (wfo).

cost of living allowance (cola) for puerto rico is 3.48% and is not federally taxed. the cola is not reflected in the locality salary shown in this vacancy announcement. colas are exempt from federal income taxes; post differentials are not.

if you are selected for a position with further promotion potential, you may be non-competitively promoted if you perform successfully and if recommended by management.

salary ranges will vary based on the location. please visit: opm salary charts for specific salary information related to a specific location.

*a one year probationary period may be required.

*payment of relocation expenses is not authorized.

*this position is in the bargaining unit.

notes:
*this vacancy may be used to fill other meteorologist (intern), gs-1340-05/07 fpl 11 positions throughout noaa. the position must be alike (e.g.: within the same geographic locations, same grade/band requires the same qualifications as indicated in this vacancy announcement).

learn more about this agency

responsibilities

as a meteorologist (intern), you will perform the following duties:

* interpret and analyze the effects of surface and upper-air data and other hydro meteorological phenomena to assist with developing weather, water, and climate forecasts and products.
* observe and record atmospheric conditions to support office operations.
* operate hydrometeorological observing equipment including radar.
* operate communications systems to provide assistance with public outreach and weather briefings to a variety of customers.
* support and participate in office cooperative observing and climate programs.
these duties are described at the gs-07 level, the gs-05 is developmental leading to such performance.

travel required

occasional travel - travel may be required for training

supervisory status

no

promotion potential

11

who may apply

this job is open to
* all qualified united states citizens or nationals;

* ctap/ictap eligibles.

questions? this job is open to 2 groups.

*

job family (series)

1340 meteorology

similar jobs

* meteorologists

* requirements

requirements

conditions of employment

* must be a u.s. citizen or national to apply.
* required to pass a background investigation and fingerprint check.
* must be suitable for federal employment.
* must be registered for selective service, if applicable (www.sss.gov)
* qualifications requirements must be met by closing date of announcement.

other employment conditions:

rotating shift work is required with the wfo in operation 24 hours a day, seven days a week. during periods of threatening weather or rapidly changing weather conditions, the increase in workload and the necessity for rapid dissemination of weather warnings and updates requires periods of acute mental alertness and produces considerable mental stress. adverse weather conditions often require the incumbent to work hours longer than the usual shift, adding to mental and physical stress.

college transcript: if you are qualifying based on education, submit a copy of your college transcript that lists college courses detailing each course by the number and department (i.e., bio 101, math 210, etc.), course title, number of credit hours and grade earned. you must submit evidence that any education completed in a foreign institution is equivalent to u.s. education standards with your resume. you may submit an unofficial copy of the transcript at the initial phase of the application process. if course content cannot be easily identified from the title of the course as listed on your transcript, you must submit an official course description from the college/university that reflects the content at the time the course was taken.

note: your college transcript is used to verify successful completion of degree, or college course work. an official college transcript will be required before you can report to duty.

applicants must meet all application requirements, to include a complete online resume, by 11:59 p.m. eastern time (et) on the closing date of this announcement.

qualifications

qualification requirements in the vacancy announcements are based on the u.s. office of personnel management (opm) qualification standards handbook, which contains federal qualification standards. this handbook is available on the office of personnel management's website located at: http://www.opm.gov/qualifications.

basic requirements: this position requires applicants to meet a basic education requirement in addition to at least one year of specialized experience or the education substitution in order to be found minimally qualified. you must meet one of the following basic education requirements:

a. degree: meteorology, atmospheric science, or other natural science major that included:

a. at least 24 semester (36 quarter) hours of credit in meteorology/atmospheric science including a minimum of:

i. six semester hours of atmospheric dynamics and thermodynamics;*

ii. six semester hours of analysis and prediction of weather systems (synoptic/mesoscale);

iii. three semester hours of physical meteorology; and

iv. two semester hours of remote sensing of the atmosphere and/or instrumentation.

b. six semester hours of physics, with at least one course that includes laboratory sessions.*

c. three semester hours of ordinary differential equations.*

d. at least nine semester hours of course work appropriate for a physical science major in any combination of three or more of the following: physical hydrology,
statistics, chemistry, physical oceanography, physical climatology, radiative transfer, aeronomy, advanced thermodynamics, advanced electricity and magnetism, light
and optics, and computer science.

* there is a prerequisite or corequisite of calculus for course work in atmospheric dynamics and thermodynamics, physics, and differential equations. calculus courses
must be appropriate for a physical science major.

or

b. combination of education and experience: course work as shown in a above, plus appropriate experience or additional education.

experience refers to paid and unpaid experience, including volunteer work done through national service programs (e.g., peace corps, americorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. you will receive credit for all qualifying experience, including volunteer experience.

to qualify at the gs-05 level:

applicants that meet the basic education requirement qualify at the gs-5 level.

to qualify at the gs-07 level:

specialized experience: in additional to meeting the basic requirements above, applicants must also possess one full year (52 weeks) of specialized experience equivalent to the gs-05 in the federal service. specialized experience must include all of the following:

* using latest surface/upper air observation and satellite/radar imagery to monitor current atmospheric conditions;
* conducting analysis of surface and upper-air observations; and
* using state-of-the-art scientific software programs and operating systems to interpret hydrometeorological data.
education: one full year of graduate-level education in meteorology, atmospheric science or in a directly related field.

or

superior academic achievement as demonstrated by a bachelor's degree from an accredited college or university with one of the following. note it is your responsibility to ensure your application clearly states how you meet one of the provisions below:

* a grade point average (gpa) of 3.0 or higher based on a 4.0 scale for all completed undergraduate courses, or those completed in the last 2 full years of undergraduate study;
* a gpa of 3.5 or higher based on a 4.0 scale for required courses completed in a major field of study, or those courses completed in a major field of study during the last two years of undergraduate study;
* class standing of upper third of the graduating class in the college, university, or major subdivision of the college;
* membership in a national scholastic honor society certified by the association of college honor societies, excluding freshman honor societies.
or

combination: a combination of related graduate level education and specialized experience.

education

additional information

ctap and ictap candidates will be eligible if it is determined that they have exceeded the minimum qualifications for the position by attaining at least a rating of silver (well qualified). information about ctap and ictap eligibility is on the office of personnel managements career transition resources website at: http://www.opm.gov/policy-data-oversight/workforce-restructuring/employee-guide-to-career-transition/.

ctap applicants must submit the following documents:

1. a copy of your specific rif notice; notice of proposed removal for failure to relocate; a certificate of expected separation (ces); or certification that you are in a surplus organization or occupation (this could be a position abolishment letter, a notice eligibility for discontinued service retirement, or similar notice).
2. a copy of your sf-50 notification of personnel action, noting current position, grade level, and duty location;
3. a copy of your latest performance appraisal including your rating; and
4. any documentation from your agency that shows your current promotion potential.
ictap applicants must submit the following documents:

1. a copy of your rif separation notice; notice of proposed removal for failure to relocate; notice of disability annuity termination; certification from your former agency that it cannot place you after your recovery from a compensable injury; or certification from the national guard bureau or military department that you are eligible for disability retirement;
2. a copy of your sf-50 notification of personnel action documenting your rif separation, noting your positions, grade level, and duty location, and/or agency certification of inability to place you through rpl, etc;
3. a copy of your latest performance appraisal including your rating; and
4. any documentation from your agency that shows your current promotion potential.
noaa participates in e-verify. e-verify is an internet based system operated by the department of homeland security (dhs) in partnership with the social security administration (ssa) that enables participating employers to electronically verify the employment eligibility of their newly hired employees.

how you will be evaluated

you will be evaluated for this job based on how well you meet the qualifications above.

we will review your resume, optional cover letter and supporting documentation to determine if you meet the minimum qualifications for the position. if you meet the minimum qualifications stated in the vacancy announcement, we will compare your resume, optional cover letter and supporting documentation to your responses on the scored occupational questionnaire (true/false, yes/no, multiple choice questions) and place you in one of the three pre-defined categories. the categories are gold, silver and bronze. however, your resume or optional cover letter must support your responses to the scored occupational questionnaire, or your score may be lowered. candidates placed in the gold category will be identified for referral to the hiring manager and may be invited for an interview.

how you will be evaluated for preference eligibility: within each category, those entitled to veterans preference will be listed at the top of the pre-defined category for which they are placed. preference eligible with a service-connected disability of 10% or more will be listed at the top of the highest quality category (gold) depending on the position and grade level of the job. for more information on category rating, please go to category rating.

the scored occupational questionnaire will evaluate you on the following competencies; please do not provide a separate written response:

* knowledge of dynamics of the atmosphere, mesoscale meteorology, and weather analysis to prepare forecasts and interpret meteorological data.
* ability to use hydrometeorological technology and equipment.
* ability to communicate effectively to disseminate information.

to preview questions please click here.

background checks and security clearance

security clearance

public trust - background investigation

drug test required

no

* required documents

required documents

* resume showing relevant experience; cover letter optional. your resume must indicate your citizenship and if you are registered for selective service if you are a male born after 12/31/59. your resume must include information about your paid and nonpaid work experience related to this position including: job title, duration of employment (mm/dd/yy  mm/dd/yy), hours per week, duties and accomplishments, salary, and your education. for work in the federal service, please include the grade level for the position/s. your resume may be used to validate your responses to the scored occupational questionnaire.
* if you are a veteran with preference eligibility and you are claiming 5-points veterans' preference, you must submit a copy of your member 4 dd-214 stating disposition of discharge or character of service or other valid proof of eligibility (i.e., statement of service that shows service dates and character of service). if you are claiming 10-point veterans' preference, you must also submit an sf-15, ""application for 10-point veterans' preference"" plus the proof required by that form. for more information on veterans' preference see http://www.opm.gov/staffingportal/vetguide.asp#veteransemploymentact1998.
* active duty service members-- you must submit a statement of discharge/certification of release or an official written document from the armed forces that certifies you are expected to be discharged or released from active duty service in the armed forces under honorable conditions no later than 120 days from the date the announcement closes. enlisted record briefs and military identification do not qualify as official documentation. if the appropriate information is not submitted to confirm the discharge status, dates of service, etc., you will not be considered for this job opportunity under veteran preference procedures. to gain access to your dd-214 online please visit http://www.archives.gov/veterans/military-service-records/get-service-records.html
* career transition assistance plan (ctap) and interagency career transition assistance plan (ictap) documentation if applicable (see additional information).
* education. if this position requires proof of higher education, you must submit an unofficial transcript or a list of courses that includes the following information: name of accredited institution, grades earned, completion dates, and quarter and semester hours earned. education completed in foreign colleges or universities must be evaluated in terms of equivalency to that acquired in u.s. colleges and universities. applicants educated in whole or in part in foreign countries must submit sufficient evidence, including transcripts, to an accredited private organization for an equivalency evaluation of course work and degree. a listing of these accredited organizations can be found on the department of education's website. you must provide a copy of the letter containing the **results** of the equivalency evaluation with a course by course listing along with your application. failure to provide such documentation by the closing date of the announcement will result in lost consideration.

if you are relying on your education to meet qualification requirements:

education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education.

failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

* benefits

benefits

a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. learn more about federal benefits.

review our benefits

eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. contact the hiring agency for more information on the specific benefits offered.

* how to apply

how to apply

your complete application, including required documents, must be received by 11:59 p.m. eastern time (et) on the closing date of this announcement.

to apply on-line, you must complete and submit an application by accessing the usajobs website at http://www.usajobs.gov. to begin, click the apply online button near the bottom of this screen and follow the prompts to register into your usajobs account, answer the questions, and submit all required documents.

to return to your saved application, log in to your usajobs account at http://www.usajobs.gov and click on ""application status."" click on the position title, and then select apply online to continue.

if you have problems completing your on-line application, including problems submitting your supporting documents, please contact the help desk by e-mail at mgshelp@monster.com or by phone at 866.656.6831. the help desk is available monday-friday, 7:00 a.m. to 7:00 p.m. et

for instructions on submitting your application in an alternate format, please contact the number listed in this vacancy announcement.

agency contact information

raquel nicora raquel nicora

phone

703-259-9336

fax

000-000-0000

email

raquel.nicora@noaa.gov

address

national oceanic and atmospheric administration
wfmo staffing division
601 e 12th street
kansas city, missouri
united states

learn more about this agency

next steps

you will be notified of your application status through usajobs at four points during the hiring process, as applicable. you can check the status of your application by accessing the usajobs website at http://www.usajobs.gov and clicking on track your online application. the four points of notification are:

1. application received or application incomplete
2. minimum qualification requirement met or minimum qualification not met;
3. eligible (application referred to the selecting official) or ineligible (application not referred to the selecting official); and
4. selected or not selected.
by submitting your application, you are certifying the accuracy of the information contained in your application. if you make a false statement in any part of your application, you may not be hired; you may be terminated after you begin work; or, you may be fined or jailed. after making a tentative job offer, we will conduct a suitability/security background investigation.

you will be required to submit official documentation prior to appointment. the agency will then verify the information provided on your application (i.e., degree, veterans preference, disability, etc.).

* fair & transparent

fair & transparent

the federal hiring process is setup to be fair and transparent. please read the following guidance.

equal employment opportunity policy

the united states government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.

* equal employment opportunity (eeo) for federal employees & job applicants

reasonable accommodation policy

federal agencies must provide reasonable accommodation to applicants with disabilities where appropriate. applicants requiring reasonable accommodation for any part of the application process should follow the instructions in the job opportunity announcement. for any part of the remaining hiring process, applicants should contact the hiring agency directly. determinations on requests for reasonable accommodation will be made on a case-by-case basis.

a reasonable accommodation is any change to a job, the work environment, or the way things are usually done that enables an individual with a disability to apply for a job, perform job duties or receive equal access to job benefits.

under the rehabilitation act of 1973, federal agencies must provide reasonable accommodations when:

* an applicant with a disability needs an accommodation to have an equal opportunity to apply for a job.
* an employee with a disability needs an accommodation to perform the essential job duties or to gain access to the workplace.
* an employee with a disability needs an accommodation to receive equal access to benefits, such as details, training, and office-sponsored events.

you can request a reasonable accommodation at any time during the application or hiring process or while on the job. requests are considered on a case-by-case basis.

learn more about disability employment and reasonable accommodations or how to contact an agency.

legal and regulatory guidance

* financial suitability
* social security number request
* privacy act
* signature and false statements
* selective service
* new employee probationary period

note: we cannot accept applications on behalf of federal agencies. application instructions are listed within the job description.",-5709.549564421177
"computer specialist job in oklahoma city, ok

vacancy no. aac-ext-18-amk231-58096 department federal aviation administration
salary $61,711.00 to $95,656.00 grade h to h
perm/temp permanent ft/pt full-time
open date 6/25/2018 close date 6/29/2018
job link apply online who may apply public
locations:

oklahoma city, ok

job description (please follow all instructions carefully)

overview

*

open & closing dates

opening and closing dates 06/25/2018 to 06/29/2018

*

service

excepted

*

pay scale & grade

fv h

*

salary

$61,711 to $95,656 per year

salary includes locality payment of 15.37%

*

appointment type

permanent

*

work schedule

full-time

location

1 vacancy in the following location:

*
oklahoma city, ok

oklahoma city, ok 1 vacancy

relocation expenses reimbursed

no

telework eligible

yes as determined by agency policy

this job is open to

*

the public

u.s. citizens, nationals or those who owe allegiance to the u.s.

*

individuals with disabilities

*

veterans

*

special authorities

individuals eligible under a special authority not listed above, but defined in the federal hiring regulations.

clarification from the agency

also open to those eligible for 30% or more disabled and/or veterans recruitment act

share share
*
*
*
*
*
*

announcement number

aac-ext-18-amk231-58096

control number

503304800

* duties

duties

summary

performs a mixture of routine and multiple and varying assignments as senior information system security officer (isso) supporting the information systems security (iss) branch.

learn more about this agency

responsibilities

performs a mixture of routine and multiple and varying assignments as senior information system security officer (isso) supporting the information systems security (iss) branch. applies experience and detailed technical knowledge in the performance of system certifications/ accreditations and other information security related tasks under the limited direction of a manager or team lead. plans security projects, reports progress to the manager or team lead, and ensures other personnel supporting the projects produce quality work products.

demonstrates some independence in planning time, prioritizing tasks, and utilizing assigned resources to accomplish assigned projects. provides guidance and mentoring to less-experienced security staff and may perform some **leadership** functions for small projects, programs, or teams.

applies project management principles and detailed knowledge about information technology to create and maintain security documents such as business impact assessments (bia), system security plans (ssp), information system contingency plans (iscp), system characterization document (scd), configuration management plans (cmp), privacy impact analysis (pia) and other security documents.

provides intermediate level advice and assistance in the areas of security architecture, systems auditing, security tools, and all areas related to information security. duties also include acquiring/maintaining systems authorization, providing audit support, and initiating protective or corrective actions if security risks are identified. plans, coordinates, and evaluates vulnerability system scanning, iscp exercises, and other information security related activities.

work is reviewed periodically by team lead during assigned tasks and at completion to ensure timeliness and quality. work activities typically support the work of other employees and contribute to activities of the organization.

applies detailed technical knowledge to evaluate security controls on a variety of information system platforms (windows, linux/unix, etc.), databases (oracle, ms-sql, mysql), and networking technology. researches, verifies, compiles, and summarizes system support data and information, using microsoft office, project, and visio.

conducts risk analysis of planned and installed information systems to identify vulnerabilities and threats; recommends mitigation actions needed to address. develops systems security contingency plans and disaster recovery procedures. conducts on-site and remote analyses of information systems in order to determine overall technical features and capabilities, and the security protection required.

this is a highly visible position that supports multiple federal agencies throughout the united states. periodically develops reports and provides system status briefings to management at all levels throughout the federal government as required. advises manager, team leads, and peers of known and projected program deviations related to security issues pertaining to facilities, communications, personnel, hardware, and software in accordance with federal guidelines and policies. contacts are internal and external to the organizational unit, to include interactions with mid-level management personnel.

this position may require occasional travel less than 25%.

this position requires a security clearance.

selectee is required to obtain at least one intermediate level information security certification from one of the following governing bodies within 12 months of hire: comptia, isaca, ec-council, global information assurance certification (giac), international information system security certification consortium (isc2), or international association of privacy professionals (iapp).

note: reference classification standard - administrative work in the information technology group, 2200 issued: may 2001 revised: aug 2003, sept 2008, may 2011

it security certification and accreditation requirements""

travel required

occasional travel - the job may require travel from time- to-time, but not on a regular basis. the travel may be for training or other work-related duties.

supervisory status

no

promotion potential

na

*

job family (series)

0334 computer specialist (faa only)

* requirements

requirements

conditions of employment

* us citizenship is required.
* selective service registration is required for males born after 12/31/1959.
* designated or random drug testing required.
* a one-year probationary period may be required.
* successful completion of a top secret investigation will be required.
* please review required documents & additional information

qualifications

reference opm individual occupational requirements for computer specialist series in conjunction with the group coverage qualification standards for administrative and management positions.

specialized experience:to qualify for this position at the fv-h level, (fg/gs-10-12) you must demonstrate in your application that you possess at least one (1) year of specialized experience equivalent to the fv-g (fg/gs 5-9) level in the federal service. specialized experience is experience that has equipped you with the particular knowledge, skills, and abilities to perform successfully the duties of the position that is typically in or related to the work of the position to be filled.

specialized experience may include but is not limited to: experience in conducting security assessments to evaluate compliance to the federal information security management act (fisma), planning security projects and reporting progress to management; experience evaluating security controls on a variety of information system platforms, databases and networks.

applicants should include examples of specialized experience in their work history.

or,

education substitution:
successful completion of a ph.d. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree or ll.m., if related. education must be gained from an accredited college or university. such education must demonstrate the knowledge, skills, and abilities necessary to do the work of the position to be filled.

or,

combination education and experience: may be qualifying for this position. refer to opm's operating manual qualification standards at, https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=gs-admin for more information.

if you are using education to qualify you must submit a copy of the following: college or university transcript(s) and certificates by the closing date of announcement. if selected, an official transcript will be required prior to appointment. you may upload these documents with your application in usajobs or fax it to (405) 954-3003 (please include announcement number on each page). failure to do so will result in loss of consideration. schools must be accredited by an accrediting institution recognized by the u.s. department of education. accreditation may be verified at the following website: www.ed.gov/admins/finaid/accred/index.html.

foreign education must be evaluated by a private professional organization specializing in interpretation of foreign education credentials or an accredited u.s. educational institution in terms of equivalency to a degree acquired at an american college or university. a copy of the evaluation **results** must be included, otherwise your foreign education will not be considered.

qualifications must be met by the closing date of this vacancy announcement.

quality ranking factor(s): well-qualified candidates will have demonstrated experience and possession of any two of the following four areas:

* addressing iss concerns of an organization by applying the risk management framework (rmf) security life cycle as an information security professional with experience creating and/or managing (in accordance with nist or other federal departmental/agency guidelines and regulations) the following: bia, ssp, iscp, scd, cmp, pia, and other security documents.

* management of iss projects that required extensive knowledge of it hardware/software technology. experience preparing iss systems documentation for certification/accreditation in accordance with fisma, fips, fedramp, and/or other federal is guidelines and regulations.

* installing, maintaining, managing, and/or securing it applications, servers (physical/virtual), systems, or network devices utilizing a variety of technologies (e.g. linux/unix, windows, solaris, oracle, sql, mysql, cisco, c#, java, visual basic, etc.).
*

possess one or more current intermediate level information security certifications from one of the following governing bodies: comptia, isaca, ec-council, global information assurance certification (giac), international information system security certification consortium (isc2), or international association of privacy professionals (iapp). applicants must submit proof documentation of the certification(s) they hold.

see qualification requirements.

as a part of the federal-wide hiring reform **initiative** (streamlining the hiring process), the faa is committed to eliminating the use of the knowledge, skills and ability (ksa) narratives from the initial application in the hiring process for all announcements. therefore, as an applicant for this announcement, you are not required to provide a narrative response in the text box listed below each ksa.

in lieu of providing a ksa narrative response in the text box listed below each ksa, in your work history, please include information that provides specific examples of how you meet the response level or answer you chose for each ksa. your work history examples should be specific and clearly reflect the highest level of ability. your ksa answers will be evaluated further to validate whether the level that you selected is appropriate based on the work history and experience you provided. your answers may be adjusted by a human resource specialist as appropriate.

eligible applicants meeting the minimum qualification requirements and selective factor(s), if applicable, may be further evaluated on the knowledge, skills and abilities (ksa) and other factors listed in the announcement. based on this evaluation, applicants will be placed in one of the following categories: score order, category grouping, or alphabetical and referred to the selecting official for consideration.

education

you may also be considered for this vacancy based on eligibility under the 30% or more disabled veteran program, veterans recruitment appointment, and persons with disabilities/persons with targeted disabilities. to be considered for one of these special hiring authorities, you must identify your eligibility in your questionnaire in the applicant-preferred conditions of employment section. in addition, you must submit documentation that provides evidence of eligibility as indicated in the ""required documents"" section of the announcement. if you are requesting consideration for any of the special hiring authorities, you must submit the following documentation:

30% or more disabled veteran program: you must submit a dd 214, certificate of discharge (member 4 copy is preferred), and supporting documentation as required by form sf-15 such as an official statement, dated 1991 or later, from the department of veterans affairs or from branch of the armed forces certifying to the present existence of the veterans service-connected disability.

veterans recruitment appointment: you must submit a dd 214, certificate of discharge (member 4 copy is preferred). applicants claiming 10-point preference must provide supporting documentation as required by form sf-15 such as, an official statement, dated 1991 or later, from the department of veterans affairs or from a branch of the armed forces, certifying to the present existence of the veterans service-connected disability before preference is awarded.
